Stage,Item,Inventory Selection,Location,Amount,Unit,Database,UUID,Brightway Match Code,Brightway Match Name,Material Group,Tally Material Group,Life Cycle Stage,Description
C2-C4,Doors and frames - other,,United States,0.0,kg,ecoinvent-3.12-cutoff,89dbbb32-445b-5f57-b18d-10975533c750,6075bf87888355533444f10c70614b2e,Doors and frames - other,Doors and frames,Glazing,C2-C4,"Other doors and frames or associated components/materials such as hardware, finishes, and specialties that could not be classified with mat_type  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4."
C2-C4,Doors and frames - other,,United States,0.0,kg,ecoinvent-3.12-cutoff,1fdc1a1f-e0a0-55b4-80ad-d7103c5e8d7e,6075bf87888355533444f10c70614b2e,Doors and frames - other,Doors and frames,Opening hardware,C2-C4,"Other doors and frames or associated components/materials such as hardware, finishes, and specialties that could not be classified with mat_type  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4."
C2-C4,Steel door,,United States,0.0,kg,ecoinvent-3.12-cutoff,fece46ca-c6d2-5674-baec-e121e0e60d11,9f0b0e654079fbac0e2c476547c62d6e,Steel door,Doors and frames,Door,C2-C4,"Steel doors, interior or exterior applications. Various sizes, cores, gauges, and finishes.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4."
C2-C4,Steel door frame,,United States,0.0,kg,ecoinvent-3.12-cutoff,9f3fb996-7b59-53df-9ac3-9ab6788873ce,9f0b0e654079fbac0e2c476547c62d6e,Steel door frame,Doors and frames,Door frame,C2-C4,Steel door frames. Various | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4.
C2-C4,Wood or composite door,,United States,0.0,kg,ecoinvent-3.12-cutoff,d11d2e8b-9991-584c-85a3-69f4dbc0eeb2,b9788e7d42c3eb3c6a0cc42c9c8fab6a,Wood or composite door,Doors and frames,Door,C2-C4,"Wood or wood composite doors for interior or exterior applications. Various cores, species, and finishes.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4."
C2-C4,Glazing - other,,United States,0.0,kg,ecoinvent-3.12-cutoff,74cf3e23-e74a-5935-beb8-8cb7275319df,3d664a5b7b62e92dee3835b2c8af38dd,Glazing - other,Glazing,Glazing,C2-C4,"Other types of glazing or associated components/materials that could not be classified with mat_type, including flat glass panes and processed glass such as coated, laminated, tempered, etc. (Excludes IGUs) | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4."
C2-C4,Insulated glass unit IGU,,United States,0.0,kg,ecoinvent-3.12-cutoff,a887cc2f-ba8c-5643-b3b9-0f448dfcf529,2b898e4b675d9ea79d9d7308e1bd7b80,Insulated glass unit IGU,Glazing,Glazing,C2-C4,"Includes multiple glass panes, spacer(s), desiccant, sealants, and any interlayer materials. Excludes window frames. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4."
C2-C4,Glass mat gypsum board,,United States,0.0,kg,ecoinvent-3.12-cutoff,1340dff8-6f6e-5f2f-a3f0-83d2f6f8ab5f,a66d7df5b24e0c76c2fa4873be4c06b4,Glass mat gypsum board,Gypsum,Plaster,C2-C4,"Non-combustible gypsum core with glass-mat surface on each side. Includes various thicknesses, types, and applications. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4."
C2-C4,Gypsum board,,United States,0.0,kg,ecoinvent-3.12-cutoff,26d92b03-8f36-571d-814f-1e96024572b2,1b3c38e902bbf524e6597f71aee4cda2,Gypsum board,Gypsum,Plaster,C2-C4,"standard gypsum board, excluding glass-mat products. Includes various thicknesses, types, and applications  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4."
C2-C4,Extruded polystyrene XPS,,United States,0.0,kg,ecoinvent-3.12-cutoff,04fa145c-4b29-50fa-891d-875c98d2173d,065350adceb46205fbaa931c057ba534,Extruded polystyrene XPS,Insulation,Insulation,C2-C4,Extruded polystyrene closed-cell foam board insulation; conventional HFC- and/or lower-GWP blowing agent | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4.
C2-C4,Fiberglass blanket,,United States,0.0,kg,ecoinvent-3.12-cutoff,868da484-2519-58ed-b3a1-a5889d319f30,9299ec7c27a6c841a110c7d61a48aa8f,Fiberglass blanket,Insulation,Insulation,C2-C4,Flexible insulating fiberglass batts or rolls. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4.
C2-C4,Other,,United States,0.0,kg,ecoinvent-3.12-cutoff,ce49bdaf-ac9e-57f2-997a-cf2dbedf50f3,1a837ee3849f066588a38aba19d15a60,Other,Other,Metal,C2-C4,All other products and materials that could not be otherwise classified and which represent less than 5% of the project's total mass and embodied carbon intensity.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4.
C2-C4,Fasteners,,United States,0.0,kg,ecoinvent-3.12-cutoff,e437ce44-6439-5713-9a0a-ce4ad55208d1,9df8c1cd1bb8ed544886078e8a063b65,Fasteners,Other metals,Metal,C2-C4,Various metalic fasteners | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4.
C2-C4,Roofing and waterproofing - other,,United States,0.0,kg,ecoinvent-3.12-cutoff,ff80d30c-b0ca-5a49-b34d-65472852e231,6075bf87888355533444f10c70614b2e,Roofing and waterproofing - other,Roofing and waterproofing,Vapor barrier,C2-C4,Other roofing and waterproofing or associated componentents/materials that could not be classified with mat_type | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4.
C2-C4,TPO,,United States,0.0,kg,ecoinvent-3.12-cutoff,c0516e9b-f5c0-5bfd-a41e-8385fe8af58e,7c97486978bf8a18d3410a4387dde7fa,TPO,Roofing and waterproofing,Roofing membrane,C2-C4,"Thermoplastic polyolefin (TPO) single-ply roof membranes. Various sizes, thicknesses, reinforcings, backings, and performances.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4."
C2-C4,Cold formed steel framing,,United States,0.0,kg,ecoinvent-3.12-cutoff,ae4adb16-f5d6-53ab-9115-0fe8d5bb98de,d946184d3ac739a06d3569c72215c006,Cold formed steel framing,Steel,Metal,C2-C4,Cold-formed steel shapes for light framing such as studs and track. Galvanized or ungalvinzed. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4.
C2-C4,Decking,,United States,0.0,kg,ecoinvent-3.12-cutoff,78a00eda-865d-5ccf-b35b-7c4419fac9f8,2b05e130f9528f7bc801722ad81d580c,Decking,Steel,Metal,C2-C4,Steel decking for floors and roofs. Includes range of surface treatments (galvanized or uncoated steel to which paint may be applied) and thickness/gauge. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4.
C2-C4,Hollow structural sections HSS,,United States,0.0,kg,ecoinvent-3.12-cutoff,1521e742-44a4-5b03-b57c-e6ae269704ee,2ee13f6617aecabf154337a5789fd1b5,Hollow structural sections HSS,Steel,Metal,C2-C4,Hollow structural sections. Fabricated or unfabricated. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4.
C2-C4,Hot-rolled sections,,United States,0.0,kg,ecoinvent-3.12-cutoff,6aa6e589-0088-5af2-b3ff-040a5740fdcc,3f8a3b1045a035181828b02f82b4e139,Hot-rolled sections,Steel,Metal,C2-C4,Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4.
C2-C4,Plate,,United States,0.0,kg,ecoinvent-3.12-cutoff,1cffe4cb-e76b-5816-be24-3b2c60401463,23e9c18e787efa0cb9e54d1bae4381ce,Plate,Steel,Metal,C2-C4,"Flat steel products (generally thicker than 1/4"") for structural appliations. Fabricated or unfabricated. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4."
C2-C4,Rebar and reinforcement,,United States,0.0,kg,ecoinvent-3.12-cutoff,229e460f-8d07-5180-af8b-a67d092217bb,9f0b0e654079fbac0e2c476547c62d6e,Rebar and reinforcement,Steel,Metal,C2-C4,"Steel reinforcement bars, including plain carbon steel and low-alloy steel of multiple grades and sizes for concrete and masonry reinforcement applications. Fabricated or unfabricated. Also includes other steel wire and steel mesh products.   | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4."
C2-C4,Steel - other,,United States,0.0,kg,ecoinvent-3.12-cutoff,bb7cc47f-8c74-5de9-8036-ea0967d2449b,d2a421d9e55aabc0489d5745b056ae68,Steel - other,Steel,Metal,C2-C4,Other types of steel or associated components/materials that could not be classified with mat_type. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4.
C2-C4,Wall coverings,,United States,0.0,kg,ecoinvent-3.12-cutoff,e8805cd5-58ea-5c2e-899d-2f437129752b,475c0bef26cb472c618b8f7be59aa64a,Wall coverings,Wall coverings,Wall coverings,C2-C4,"Various wall coverings. Primarily composed of textile and vinyl coverings, wallpaper, and miscelaneous trim | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4."
C2-C4,Aluminum framed window,,United States,0.0,kg,ecoinvent-3.12-cutoff,3c393b63-7f22-5b54-8dc1-5db997ca6d17,ae450266a237681f18ec5a4e35a5dd49,Aluminum framed window,Windows and frames,Window frame,C2-C4,Aluminum windows and frames. Various. Typically inclusive of hardware | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4.
C2-C4,Steel framed window,,United States,0.0,kg,ecoinvent-3.12-cutoff,78a88a59-713b-5b88-8c0d-85bb3ab851b4,9f0b0e654079fbac0e2c476547c62d6e,Steel framed window,Windows and frames,Opening hardware,C2-C4,Steel windows and frames. Various. Typically inclusive of hardware | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4.
C2-C4,Softwood framing,,United States,0.0,kg,ecoinvent-3.12-cutoff,20d9f7f8-26c3-5431-839c-e1d72e780cc3,800d9d5c9b202beac263c956ffe0ec3e,Softwood framing,Wood and composites,Wood,C2-C4,Dimensional softwood framing lumber. Excludes heavy timber  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4.
C2-C4,Softwood plywood,,United States,0.0,kg,ecoinvent-3.12-cutoff,621ec885-9a3e-5ee4-b1bf-1473ca3dd074,10996c05033da28835d36bb60d005a08,Softwood plywood,Wood and composites,Wood,C2-C4,Various thicknesses of softwood plywood for interior or exterior applications. Typically exclusive of hardwood veneers. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4.
C2-C4,Wood and composites - other,,United States,0.0,kg,ecoinvent-3.12-cutoff,1678df8c-d05f-540f-80e4-e0110e3a6c71,6d0ddf0ae3c8812e3edf2e2f9ff2d2de,Wood and composites - other,Wood and composites,Wood,C2-C4,Other types of wood and composites or associated components/materials that could not be confidently with mat_type | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: C2-C4.
D,Acoustic ceiling tile fiber,,United States,0.0,kg,ecoinvent-3.12-cutoff,186c67bf-ceef-5ab8-9478-c68b3204823c,94d28cb7518244233ce4c524f4ed31b9,Acoustic ceiling tile fiber,Acoustic ceilings,Ceiling tile,D,"Fiber-based acoustic ceiling tiles. Various thicknesses, compositions, finishes, and NRC/CAC ratings | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D."
D,Suspension assembly,,United States,0.0,kg,ecoinvent-3.12-cutoff,7b971cc6-2bd9-5b72-af17-895a6532b8c7,d6418d3ed7ed3b7e7f5f809823204e52,Suspension assembly,Acoustic ceilings,Ceiling tile,D,"Steel suspension assemblies for acoustic ceiling tiles. Typically includes tracks, grids, and profile assemblies without associated hangers or hardware. Galvanized or ungalvanized and various finishes.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D."
D,Adhesives and sealants,,United States,0.0,kg,ecoinvent-3.12-cutoff,43b7cb0f-0d8e-5869-b696-0448205039a3,a4ec8071e006ee25b9f8e9082cb09dc3,Adhesives and sealants,Adhesives and sealants,Adhesive / Sealant,D,Various adhesives and sealants | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D.
D,Air and vapor barriers,,United States,0.0,kg,ecoinvent-3.12-cutoff,afa80f6f-aa5f-5873-a42f-fc09f558fa75,ec2c8a687ca0a75644b4b09569b99d87,Air and vapor barriers,Air and vapor barriers,Vapor barrier,D,Various air and vapor barriers | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D.
D,Extrusion,,United States,0.0,kg,ecoinvent-3.12-cutoff,62da57a2-78bb-56eb-b35f-462fe4e7f2bc,0f4a29836737c959f23373b5dc59d6d9,Extrusion,Aluminum,Metal,D,"Standard and/or thermally improved aluminum extrusions for various applications. Inclusive of finish where applicable (mill, painted, anodized, etc.). May include manufacturing inputs to storefront/curtain wall systems listed in Windows and frames.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D."
D,Roll formed metal panel steel,,United States,0.0,kg,ecoinvent-3.12-cutoff,9d035f20-93dc-5b2a-925d-d81e85267ae9,9f0b0e654079fbac0e2c476547c62d6e,Roll formed metal panel steel,Cladding,Metal,D,Roll-formed steel cladding panel such as standing seam or box rib; Various thickness and coatings | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D.
D,Stucco finish,,United States,0.0,kg,ecoinvent-3.12-cutoff,47d317a8-349f-5c5a-bd09-947a2025bd33,62b61f40fecd0b445617b16f24cd6be5,Stucco finish,Cladding,Wall coverings,D,Portland cement based or synthetic stucco. Excludes insulation for EIFS systems.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D.
D,Coatings - other,,United States,0.0,kg,ecoinvent-3.12-cutoff,5a46671e-3bc4-5d76-995f-f7bd7e05b238,1a837ee3849f066588a38aba19d15a60,Coatings - other,Coatings,Metal Coating,D,All other coatings for various surfaces and functions that could not be classified with a mat_type | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D.
D,Paint,,United States,0.0,kg,ecoinvent-3.12-cutoff,36060a53-7ae6-5902-b924-2c5c168a0d2f,b3252a77c4dce9e3f8fedbde431c7b81,Paint,Coatings,Coating,D,Interior and exterior paints for surface decoration and/or protection. Various applications and chemical compositions.   | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D.
D,GFRC general,,United States,0.0,kg,ecoinvent-3.12-cutoff,4994914a-3d5b-52d6-bf29-511bcd3cf754,f40a6d016d02c4406339fb51095c11d2,GFRC general,Concrete,Concrete,D,"General glass fiber reinforced concrete products. Various shapes, sizes, strengths, applications, and finishes. Excludes GFRC cladding panels which are reported separately.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D."
D,Precast,,United States,0.0,kg,ecoinvent-3.12-cutoff,1c52eb1a-2f89-5f5d-a666-bc0f6fe8e756,9d5f671f91d687a958b4a1943aa3d3b9,Precast,Concrete,Concrete,D,"Precast concrete products. Various strengths, mix designs, and applications. May contain reinforcing when LCA modeler selected an EPD that reflects multiple materials.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D."
D,Ready mix NW 3000,,United States,0.0,kg,ecoinvent-3.12-cutoff,eb0e4ae1-a193-5f49-ac61-64d40f4e285a,ff1cf2621f46e527d86a91f791410eff,Ready mix NW 3000,Concrete,Concrete,D,Normal weight ready mix concrete. 3000 PSI. Exclusive of reinforcing. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D.
D,Aluminum door,,United States,0.0,kg,ecoinvent-3.12-cutoff,d84c2468-a024-5881-97a7-1db1fdd2319d,6f5cf8c1a9792d83c896986c05a1560d,Aluminum door,Doors and frames,Door,D,"Aluminum doors mainly for exterior applications of various sizes, cores, insulating properties, and finishes.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D."
D,Aluminum door frame,,United States,0.0,kg,ecoinvent-3.12-cutoff,8578ef2c-64cf-54af-8137-06a612e67fc9,6f5cf8c1a9792d83c896986c05a1560d,Aluminum door frame,Doors and frames,Door frame,D,Aluminum door frames. Various. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D.
D,Doors and frames - other,,United States,0.0,kg,ecoinvent-3.12-cutoff,7db88aff-76ee-5408-9e89-2d9f9f378381,6075bf87888355533444f10c70614b2e,Doors and frames - other,Doors and frames,Glazing,D,"Other doors and frames or associated components/materials such as hardware, finishes, and specialties that could not be classified with mat_type  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D."
D,Doors and frames - other,,United States,0.0,kg,ecoinvent-3.12-cutoff,b4a4dc86-54fb-5993-ae59-c6f287e71a37,6075bf87888355533444f10c70614b2e,Doors and frames - other,Doors and frames,Opening hardware,D,"Other doors and frames or associated components/materials such as hardware, finishes, and specialties that could not be classified with mat_type  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D."
D,Steel door,,United States,0.0,kg,ecoinvent-3.12-cutoff,a7a1631a-2bd7-584d-9df3-95fbe57cbd43,9f0b0e654079fbac0e2c476547c62d6e,Steel door,Doors and frames,Door,D,"Steel doors, interior or exterior applications. Various sizes, cores, gauges, and finishes.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D."
D,Steel door frame,,United States,0.0,kg,ecoinvent-3.12-cutoff,5dfbb737-99cf-5088-a90d-fae7cd34ff98,9f0b0e654079fbac0e2c476547c62d6e,Steel door frame,Doors and frames,Door frame,D,Steel door frames. Various | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D.
D,Wood or composite door,,United States,0.0,kg,ecoinvent-3.12-cutoff,f53bee4d-5f90-55a7-b7a4-5051ab759200,b9788e7d42c3eb3c6a0cc42c9c8fab6a,Wood or composite door,Doors and frames,Door,D,"Wood or wood composite doors for interior or exterior applications. Various cores, species, and finishes.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D."
D,Glazing - other,,United States,0.0,kg,ecoinvent-3.12-cutoff,9f3a53c4-f135-5b3c-b13a-3d80189cbc76,3d664a5b7b62e92dee3835b2c8af38dd,Glazing - other,Glazing,Glazing,D,"Other types of glazing or associated components/materials that could not be classified with mat_type, including flat glass panes and processed glass such as coated, laminated, tempered, etc. (Excludes IGUs) | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D."
D,Insulated glass unit IGU,,United States,0.0,kg,ecoinvent-3.12-cutoff,25fca001-115a-5fee-89cc-8c5e10d07183,2b898e4b675d9ea79d9d7308e1bd7b80,Insulated glass unit IGU,Glazing,Glazing,D,"Includes multiple glass panes, spacer(s), desiccant, sealants, and any interlayer materials. Excludes window frames. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D."
D,Glass mat gypsum board,,United States,0.0,kg,ecoinvent-3.12-cutoff,1958b220-b56e-531a-9aa0-1f71cfcf5662,a66d7df5b24e0c76c2fa4873be4c06b4,Glass mat gypsum board,Gypsum,Plaster,D,"Non-combustible gypsum core with glass-mat surface on each side. Includes various thicknesses, types, and applications. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D."
D,Gypsum board,,United States,0.0,kg,ecoinvent-3.12-cutoff,4cea00aa-55ae-5bb0-9e14-ba315b56509a,1b3c38e902bbf524e6597f71aee4cda2,Gypsum board,Gypsum,Plaster,D,"standard gypsum board, excluding glass-mat products. Includes various thicknesses, types, and applications  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D."
D,Extruded polystyrene XPS,,United States,0.0,kg,ecoinvent-3.12-cutoff,26307715-369e-55f6-a8bb-459dd7d860e8,065350adceb46205fbaa931c057ba534,Extruded polystyrene XPS,Insulation,Insulation,D,Extruded polystyrene closed-cell foam board insulation; conventional HFC- and/or lower-GWP blowing agent | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D.
D,Fiberglass blanket,,United States,0.0,kg,ecoinvent-3.12-cutoff,cf9afea8-057b-5aa8-b191-5875104c0280,9299ec7c27a6c841a110c7d61a48aa8f,Fiberglass blanket,Insulation,Insulation,D,Flexible insulating fiberglass batts or rolls. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D.
D,Other,,United States,0.0,kg,ecoinvent-3.12-cutoff,5f616831-f1d5-571b-87b0-629bf1dd5543,1a837ee3849f066588a38aba19d15a60,Other,Other,Metal,D,All other products and materials that could not be otherwise classified and which represent less than 5% of the project's total mass and embodied carbon intensity.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D.
D,Fasteners,,United States,0.0,kg,ecoinvent-3.12-cutoff,ceeffd83-9bc6-5074-87de-3fd8e0c7cf1f,9df8c1cd1bb8ed544886078e8a063b65,Fasteners,Other metals,Metal,D,Various metalic fasteners | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D.
D,Roofing and waterproofing - other,,United States,0.0,kg,ecoinvent-3.12-cutoff,1322d1d0-214b-50ac-a9a3-2038a5853300,6075bf87888355533444f10c70614b2e,Roofing and waterproofing - other,Roofing and waterproofing,Vapor barrier,D,Other roofing and waterproofing or associated componentents/materials that could not be classified with mat_type | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D.
D,TPO,,United States,0.0,kg,ecoinvent-3.12-cutoff,85297d94-d9d4-5b51-add6-65806b958712,7c97486978bf8a18d3410a4387dde7fa,TPO,Roofing and waterproofing,Roofing membrane,D,"Thermoplastic polyolefin (TPO) single-ply roof membranes. Various sizes, thicknesses, reinforcings, backings, and performances.  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D."
D,Cold formed steel framing,,United States,0.0,kg,ecoinvent-3.12-cutoff,e88b63c2-03e3-56d6-bf2b-7b1b49dbe573,d946184d3ac739a06d3569c72215c006,Cold formed steel framing,Steel,Metal,D,Cold-formed steel shapes for light framing such as studs and track. Galvanized or ungalvinzed. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D.
D,Decking,,United States,0.0,kg,ecoinvent-3.12-cutoff,af2bbffe-4107-5053-a22e-912d30b010e7,2b05e130f9528f7bc801722ad81d580c,Decking,Steel,Metal,D,Steel decking for floors and roofs. Includes range of surface treatments (galvanized or uncoated steel to which paint may be applied) and thickness/gauge. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D.
D,Hollow structural sections HSS,,United States,0.0,kg,ecoinvent-3.12-cutoff,02474db7-7091-56cc-b64b-41298b243c3e,2ee13f6617aecabf154337a5789fd1b5,Hollow structural sections HSS,Steel,Metal,D,Hollow structural sections. Fabricated or unfabricated. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D.
D,Hot-rolled sections,,United States,0.0,kg,ecoinvent-3.12-cutoff,fdf2cc68-a9eb-5346-b63c-db0122f53d9c,3f8a3b1045a035181828b02f82b4e139,Hot-rolled sections,Steel,Metal,D,Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D.
D,Plate,,United States,0.0,kg,ecoinvent-3.12-cutoff,7f67f2d4-a9d3-5c9a-be37-1fa01108fc09,23e9c18e787efa0cb9e54d1bae4381ce,Plate,Steel,Metal,D,"Flat steel products (generally thicker than 1/4"") for structural appliations. Fabricated or unfabricated. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D."
D,Rebar and reinforcement,,United States,0.0,kg,ecoinvent-3.12-cutoff,4573da5c-a2cb-566b-abd3-a31c4c8a65f6,9f0b0e654079fbac0e2c476547c62d6e,Rebar and reinforcement,Steel,Metal,D,"Steel reinforcement bars, including plain carbon steel and low-alloy steel of multiple grades and sizes for concrete and masonry reinforcement applications. Fabricated or unfabricated. Also includes other steel wire and steel mesh products.   | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D."
D,Steel - other,,United States,0.0,kg,ecoinvent-3.12-cutoff,d99873d1-a4ea-5ea8-bb0d-959b82a143c1,d2a421d9e55aabc0489d5745b056ae68,Steel - other,Steel,Metal,D,Other types of steel or associated components/materials that could not be classified with mat_type. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D.
D,Wall coverings,,United States,0.0,kg,ecoinvent-3.12-cutoff,46c7c4df-503c-5e9b-bd57-39026a046b5b,475c0bef26cb472c618b8f7be59aa64a,Wall coverings,Wall coverings,Wall coverings,D,"Various wall coverings. Primarily composed of textile and vinyl coverings, wallpaper, and miscelaneous trim | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D."
D,Aluminum framed window,,United States,0.0,kg,ecoinvent-3.12-cutoff,f469f2f6-81b8-58e8-bbb9-9b0d58bfc33c,ae450266a237681f18ec5a4e35a5dd49,Aluminum framed window,Windows and frames,Window frame,D,Aluminum windows and frames. Various. Typically inclusive of hardware | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D.
D,Steel framed window,,United States,0.0,kg,ecoinvent-3.12-cutoff,0739207a-b1c1-5160-88c8-f306539a554e,9f0b0e654079fbac0e2c476547c62d6e,Steel framed window,Windows and frames,Opening hardware,D,Steel windows and frames. Various. Typically inclusive of hardware | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D.
D,Softwood framing,,United States,0.0,kg,ecoinvent-3.12-cutoff,6015fe95-7690-5e84-ab13-2673ad15b4e8,800d9d5c9b202beac263c956ffe0ec3e,Softwood framing,Wood and composites,Wood,D,Dimensional softwood framing lumber. Excludes heavy timber  | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D.
D,Softwood plywood,,United States,0.0,kg,ecoinvent-3.12-cutoff,3714ca56-2de6-58d0-bc97-0d180b5c8dd5,10996c05033da28835d36bb60d005a08,Softwood plywood,Wood and composites,Wood,D,Various thicknesses of softwood plywood for interior or exterior applications. Typically exclusive of hardwood veneers. | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D.
D,Wood and composites - other,,United States,0.0,kg,ecoinvent-3.12-cutoff,af66298a-14b7-5ec9-afe7-cbaf45e6bb00,6d0ddf0ae3c8812e3edf2e2f9ff2d2de,Wood and composites - other,Wood and composites,Wood,D,Other types of wood and composites or associated components/materials that could not be confidently with mat_type | Embodied materials from Building 59 full_lca dataset; no operational energy/power exchanges. Source stage: D.
